id,rumour,text,reply_to 
553588028925804544,charliehebdo,“ : . ITS A KOSHER JEWISH SUPERMARKET . THEY CHOSE IT FOR A REASON . YOU CONVENIENTLY LEFT THAT OUT #JeSuisJuif ” < too true !,. ITS A KOSHER JEWISH SUPERMARKET . THEY CHOSE IT FOR A REASON . YOU CONVENIENTLY LEFT THAT OUT #JeSuisJuif
553588188648714240,charliehebdo,Coward News Network,. ITS A KOSHER JEWISH SUPERMARKET . THEY CHOSE IT FOR A REASON . YOU CONVENIENTLY LEFT THAT OUT #JeSuisJuif
553599279097733120,charliehebdo,YOU LEFT OUT INTERNATIONAL !,Coward News Network
553586932727693312,charliehebdo,Great news ! 😄,#CharlieHebdo killers shot dead by police
553586964805713920,charliehebdo,best news for days . Goodbye scumbags .,#CharlieHebdo killers shot dead by police
553586988419649536,charliehebdo,they got what they wanted :( but perhaps for the best,#CharlieHebdo killers shot dead by police
553587000578932737,charliehebdo,rot in hell ...,#CharlieHebdo killers shot dead by police
553587034762534913,charliehebdo,"hurrah , hell awaits 👹 👺",#CharlieHebdo killers shot dead by police
553587039598571523,charliehebdo,"best news I have heard , Kay you are doing an amazing job thank you",#CharlieHebdo killers shot dead by police
553587040886206466,charliehebdo,"No confirmation yet , but hopefully good news",#CharlieHebdo killers shot dead by police
553587067712995328,charliehebdo,best News possible all things considered,#CharlieHebdo killers shot dead by police
553587132045213696,charliehebdo,Good - 2 less to worry about . Hope the Hostages are all OK !,#CharlieHebdo killers shot dead by police
553587150428856320,charliehebdo,Killers ? No trial ? Can you please provide the evidence that these people were involved in #CharlieHebdo,#CharlieHebdo killers shot dead by police
553587188500529152,charliehebdo,great work gsg 9 and s / forces teams .,#CharlieHebdo killers shot dead by police
553587214987558912,charliehebdo,you the fastest for breaking news ...,#CharlieHebdo killers shot dead by police
553587298215133185,charliehebdo,what about the hostage hopefully still alive .,#CharlieHebdo killers shot dead by police
553587361398132736,charliehebdo,"Thinking of the hostages . To hell with the terrorists , they should burn on the street , absolute scum .",#CharlieHebdo killers shot dead by police
553587398169591809,charliehebdo,Good News at last Evil Pigs ! ! !,#CharlieHebdo killers shot dead by police
553587407980077057,charliehebdo,Just practice for what coming Im afraid Europe is heading for a war,#CharlieHebdo killers shot dead by police
553587445921759232,charliehebdo,great news,#CharlieHebdo killers shot dead by police
553587467409162240,charliehebdo,great news great reporting Kay one of the best in the business,#CharlieHebdo killers shot dead by police
553587620006346752,charliehebdo,Allegedly ?,#CharlieHebdo killers shot dead by police
553587250232311810,charliehebdo,good,#BREAKING : Both Charlie Hebdo suspects killed as police storm building (police sources) http://t.co/OYSXRQ9xuv http://t.co/8ICThapo7z
553587367983194113,charliehebdo,Great job ! !,#BREAKING : Both Charlie Hebdo suspects killed as police storm building (police sources) http://t.co/OYSXRQ9xuv http://t.co/8ICThapo7z
553587662658207745,charliehebdo,“ : #BREAKING : Both Charlie Hebdo suspects killed as police storm building ( police sources ) http://t.co/Oyo6wmpcps http,#BREAKING : Both Charlie Hebdo suspects killed as police storm building (police sources) http://t.co/OYSXRQ9xuv http://t.co/8ICThapo7z
553588165408473088,charliehebdo,"For the record this pic . is the other hostage site , the CharlieHebdo murderers were taken outside Paris : Dammartin",#BREAKING : Both Charlie Hebdo suspects killed as police storm building (police sources) http://t.co/OYSXRQ9xuv http://t.co/8ICThapo7z
553589683402579968,charliehebdo,: Both Charlie Hebdo suspects killed as police storm building ( police sources ) http://t.co/wuPIIjroD0 http://t.co/idX9V3plft #FB,#BREAKING : Both Charlie Hebdo suspects killed as police storm building (police sources) http://t.co/OYSXRQ9xuv http://t.co/8ICThapo7z
553589974369845248,charliehebdo,Great News ! ! ! Take no prisoners . These bastards need to be exterminated on sight,#BREAKING : Both Charlie Hebdo suspects killed as police storm building (police sources) http://t.co/OYSXRQ9xuv http://t.co/8ICThapo7z
553590837666656257,charliehebdo,sweet they are finally with Allah,#BREAKING : Both Charlie Hebdo suspects killed as police storm building (police sources) http://t.co/OYSXRQ9xuv http://t.co/8ICThapo7z
553591055783051264,charliehebdo,bad . They should have been captured alive for a proper trial .,#BREAKING : Both Charlie Hebdo suspects killed as police storm building (police sources) http://t.co/OYSXRQ9xuv http://t.co/8ICThapo7z
553591222456291328,charliehebdo,"Yes , but think it was too dangerous .",bad . They should have been captured alive for a proper trial .
553594257593106432,charliehebdo,http://t.co/MCLBmKWvXO,#BREAKING : Both Charlie Hebdo suspects killed as police storm building (police sources) http://t.co/OYSXRQ9xuv http://t.co/8ICThapo7z
553757432455770112,charliehebdo,". Did they get those "" BOYS "" who lashed oUt against the C . H . artist ?",: Both Charlie Hebdo suspects killed as police storm building ( police sources ) http://t.co/wuPIIjroD0 http://t.co/idX9V3plft #FB
553587160088338432,charliehebdo,“ : #BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault ” Thank God,#BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault
553587377835614209,charliehebdo,“ : #BREAKING #CharlieHebdo gunmen's hostage freed and safe after police assault ” Hoping this is accurate .,#BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault
553587387889373186,charliehebdo,“ : #BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault ” Yes French police 👊,#BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault
553587395942420480,charliehebdo,RT : #BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault #attack #paris #charliehebdo,#BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault
553587422445846529,charliehebdo,#BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault #CharlieHebdo #ParisAttacks,#BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault
553587586241794050,charliehebdo,BREAKING : Charlie Hebdo gunmen's hostage freed and safe after police assault via,#BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault
553587589417304065,charliehebdo,,#BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault
553587609759666177,charliehebdo,Thank goodness for this : RT @AFP #BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault #CharlieHebdo,#BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault
553587741720854528,charliehebdo,"If so that hostage will be the person best able to give an insight into the attack , if the suspects were responsible ...",“ : #BREAKING #CharlieHebdo gunmen's hostage freed and safe after police assault ” Hoping this is accurate .
553587794686513153,charliehebdo,thanks GOD !,“ : #BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault ” Yes French police 👊
553587882741747713,charliehebdo,Callum I'm so happy I was so scared ! ! Thanks for the support,“ : #BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault ” Yes French police 👊
553588653562150912,charliehebdo,i am so fucking effraid now,“ : #BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault ” Yes French police 👊
553588737750605825,charliehebdo,and Charlie Hebdo's gunmen are dead ! !,“ : #BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault ” Yes French police 👊
553588971864084481,charliehebdo,So happy for him . #ParisUnderAttack,“ : #BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault ” Yes French police 👊
553647665695956992,charliehebdo,aw,“ : #BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault ” Yes French police 👊
553587370822750210,charliehebdo,“ : Police taking people out of #Paris grocery where hostages were being held . http://t.co/i1GC3QP9mc ”,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
553587586703171584,charliehebdo,Thank goodness ! Is it possible for this to end with no more innocent lives lost ?,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
553587678726594560,charliehebdo,“ : Police taking people out of #Paris grocery where hostages were being held . http://t.co/G7eoAAgr2J ”,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
553587686762479617,charliehebdo,The 6 are reported dead .,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
553587829977399296,charliehebdo,“ : Police taking people out of #Paris grocery where hostages were being held . http://t.co/9iGxZtbjo2,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
553587860620996608,charliehebdo,hopefully the terrorist died a horrible painful tragic death . There is no pride or respect for martyrdom . #pathetic,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
553587863921917953,charliehebdo,fingers crossed,Thank goodness ! Is it possible for this to end with no more innocent lives lost ?
553588210769883136,charliehebdo,the brother Kouachi are dead,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
553588231238090752,charliehebdo,“ : Police taking people out of #Paris grocery where hostages were being held . http://t.co/oKpNmBXjKl ”,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
553588250087268352,charliehebdo,“ : Police taking people out of #Paris grocery where hostages were being held . http://t.co/HVlVZdvCIi ” watching the news .,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
553588252372779008,charliehebdo,"Why do the "" terrorists "" look #mindcontrolled ?",Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
553588413195382784,charliehebdo,Thank G-d ! RT : Police taking people out of #Paris grocery where hostages were being held . http://t.co/58wMc6M6Jf,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
553588519848132609,charliehebdo,“ : Police taking people out of #Paris grocery where hostages were being held . http://t.co/8fzO3SgfaO ” Prayers,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
553588708826304514,charliehebdo,http://t.co/5ZjwU34D9N,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
553589221328715776,charliehebdo,,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
553589500572491776,charliehebdo,"More workplace violence right , CNN ?",Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
553589677433712640,charliehebdo,“ : Police taking people out of #Paris grocery where hostages were being held . http://t.co/2UBRQFXup8 ” 🙏,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
553592274991714306,charliehebdo,,“ : Police taking people out of #Paris grocery where hostages were being held . http://t.co/i1GC3QP9mc ”
553598661863563264,charliehebdo,4 people reported dead of six hostages . Sounding worse . Thnx for updates & links .,Thank G-d ! RT : Police taking people out of #Paris grocery where hostages were being held . http://t.co/58wMc6M6Jf
553587884263874561,charliehebdo,"hallelujah , enjoy the 40 virgins",AFP: suspected #CharlieHebdo gunmen have been killed
553587974680875008,charliehebdo,good thats a start,AFP: suspected #CharlieHebdo gunmen have been killed
553588033313046528,charliehebdo,"Got the bastards ! "" : AFP : suspected #CharlieHebdo gunmen have been killed ”",AFP: suspected #CharlieHebdo gunmen have been killed
553588141576454144,charliehebdo,“ : AFP : suspected #CharlieHebdo gunmen have been killed ” Hoping that this is now the end,AFP: suspected #CharlieHebdo gunmen have been killed
553588198577025026,charliehebdo,“ : AFP : suspected #CharlieHebdo gunmen have been killed ” < < < Was inevitable,AFP: suspected #CharlieHebdo gunmen have been killed
553588238867517441,charliehebdo,“ : AFP : suspected #CharlieHebdo gunmen have been killed ” vive la France,AFP: suspected #CharlieHebdo gunmen have been killed
553588931707822080,charliehebdo,“ : AFP : suspected #CharlieHebdo gunmen have been killed ” BANG BANG NIGGA,AFP: suspected #CharlieHebdo gunmen have been killed
553589201347035136,charliehebdo,"like a Bogo ' , ' and done",AFP: suspected #CharlieHebdo gunmen have been killed
553589615379374080,charliehebdo,Great outcome . All murderers dead . All hostages freed . Great job by French police,AFP: suspected #CharlieHebdo gunmen have been killed
553589786775412737,charliehebdo,“ : AFP : suspected #CharlieHebdo gunmen have been killed ”,AFP: suspected #CharlieHebdo gunmen have been killed
553589804492148736,charliehebdo,good,AFP: suspected #CharlieHebdo gunmen have been killed
553590107807428608,charliehebdo,“ : AFP : suspected #CharlieHebdo gunmen have been killed ” yayyy #boom,AFP: suspected #CharlieHebdo gunmen have been killed
553592680866152449,charliehebdo,go on shoot em again just to make sure,AFP: suspected #CharlieHebdo gunmen have been killed
553592819622092800,charliehebdo,stick em full of pencils .,go on shoot em again just to make sure
553593105233248257,charliehebdo,and shove a copy of #CharlieHebdo up their ass,stick em full of pencils .
553593746865258497,charliehebdo,then send them to the countries the supported as a sign . We are not backing down,and shove a copy of #CharlieHebdo up their ass
553594432743018496,charliehebdo,"that's a good idea , just attach a note saying "" I think this is your shit have it back """,then send them to the countries the supported as a sign . We are not backing down
553595330009518080,charliehebdo,wonder if get the impression we are sick of these extremists and how the government just let them in,"that's a good idea , just attach a note saying "" I think this is your shit have it back """
553595514739253248,charliehebdo,sod watching them and then them escaping being watched . If they support terrorism . . send them out of our country,go on shoot em again just to make sure
553596198956056576,charliehebdo,"it could never happen here , we don't have a paper with enough balls to publish anything that offends Muslims #notPC",wonder if get the impression we are sick of these extremists and how the government just let them in
553596969978179584,charliehebdo,it will never be the end,“ : AFP : suspected #CharlieHebdo gunmen have been killed ” Hoping that this is now the end
553597910504714240,charliehebdo,true . Perhaps they should all grow some #NoHope,"it could never happen here , we don't have a paper with enough balls to publish anything that offends Muslims #notPC"
553588358044483584,charliehebdo,"Damn , this is like a movie RT Reports : #CharlieHebdo suspects killed http://t.co/zCuZD1cure",Reports: #CharlieHebdo suspects killed http://t.co/rsl4203bcQ
553588472330452992,charliehebdo,“ : Reports : #CharlieHebdo suspects killed http://t.co/mWCSjh3CkH ” superb simultaneous response by the French tactics unit .,Reports: #CharlieHebdo suspects killed http://t.co/rsl4203bcQ
553588570368532480,charliehebdo,"great news ! No trial , no taxpayer money spent to support them .",Reports: #CharlieHebdo suspects killed http://t.co/rsl4203bcQ
553588869409832960,charliehebdo,damnit ! ! ! That's what those fuckers wanted ! ! Now they will be hailed as martyrs ...,Reports: #CharlieHebdo suspects killed http://t.co/rsl4203bcQ
553589038196981760,charliehebdo,Can you confirm the reports that those suspects were killed by French police ?,Reports: #CharlieHebdo suspects killed http://t.co/rsl4203bcQ
553589124125323264,charliehebdo,good .,Reports: #CharlieHebdo suspects killed http://t.co/rsl4203bcQ
553589955029512192,charliehebdo,That's a good start,Reports: #CharlieHebdo suspects killed http://t.co/rsl4203bcQ
553590627343302657,charliehebdo,They got Netanyahu's Mossad agents ? GOOD . Don't fuck with the French - - they invented the guillotine !,Reports: #CharlieHebdo suspects killed http://t.co/rsl4203bcQ
553591897458237440,charliehebdo,Chance lost to bring them to big trial and exposure to the world . A pitty they were not caught alive ! Now they are martirs !,Reports: #CharlieHebdo suspects killed http://t.co/rsl4203bcQ
553593015416008704,charliehebdo,Some good news !,Reports: #CharlieHebdo suspects killed http://t.co/rsl4203bcQ
553589181436284930,charliehebdo,“ : Several hostages freed at Jewish supermarket in Paris . Photo Thomas Samson #AFP http://t.co/H0K93KudJr ”,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/9AwTF3sRYK
553589370721013760,charliehebdo,“ : Several hostages freed at Jewish supermarket in Paris . Photo Thomas Samson #AFP http://t.co/NL693nFvUZ ”,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/9AwTF3sRYK
553589785202544640,charliehebdo,FLASH : “ : Several hostages freed at Jewish supermarket in Paris . Photo Thomas Samson #AFP http://t.co/zTqsnLM4KT ”,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/9AwTF3sRYK
553589976416260096,charliehebdo,“ : Several hostages freed at Jewish supermarket in Paris . Photo Thomas Samson #AFP http://t.co/2jD029Wv8c ”,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/9AwTF3sRYK
553590068271529985,charliehebdo,Young child far right . RT @AFPphoto : Several hostages freed at Jewish supermarket in Paris . Photo Thomas Samson #AFP http://t.co/wZmToKuCuI,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/9AwTF3sRYK
553596772401299456,charliehebdo,“ : Several hostages freed at Jewish supermarket in Paris . Photo Thomas Samson #AFP http://t.co/M54YAHG6kO ”,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/9AwTF3sRYK
553602592828563456,charliehebdo,,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/9AwTF3sRYK
553590836588740609,charliehebdo,“ : Several hostages freed at Jewish supermarket in Paris . Photo Thomas Samson #AFP http://t.co/6tu1DRAVmm ” Liberi !,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/C9ltgMT0Wl
553590917316505600,charliehebdo,RT : Several hostages freed at Jewish supermarket in Paris . Photo Thomas Samson #AFP http://t.co/XSNm5TUn3V,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/C9ltgMT0Wl
553590957317566466,charliehebdo,“ : Several hostages freed at Jewish supermarket in Paris . Photo Thomas Samson #AFP http://t.co/ffayD6vc5r ”,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/C9ltgMT0Wl
553590965307707393,charliehebdo,"RT "" : Several hostages freed at Jewish supermarket in Paris . Photo Thomas Samson #AFP http://t.co/eBR3ZMcM7p ”",Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/C9ltgMT0Wl
553590974044069888,charliehebdo,“ : Several hostages freed at Jewish supermarket in Paris . Photo Thomas Samson #AFP http://t.co/iKQksrAvMm ”,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/C9ltgMT0Wl
553590981967511553,charliehebdo,“ : Several hostages freed at Jewish supermarket in Paris . Photo Thomas Samson #AFP http://t.co/z2yuUHveDt ”,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/C9ltgMT0Wl
553591098074226688,charliehebdo,“ : Several hostages freed at Jewish supermarket in Paris . Photo Thomas Samson #AFP http://t.co/QYfLp374Fm ” #Vincennes,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/C9ltgMT0Wl
553591134807920640,charliehebdo,"🙏 RT "" : Several hostages freed at Jewish supermarket in Paris . Photo Thomas Samson #AFP http://t.co/LmXTnWzYdP ”",Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/C9ltgMT0Wl
553591179078410240,charliehebdo,Deep RT Several hostages freed at Jewish supermarket in Paris . Photo Thomas Samson #AFP http://t.co/wFKeSggype,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/C9ltgMT0Wl
553591360327282689,charliehebdo,“ : Several hostages freed at Jewish supermarket in Paris . Photo Thomas Samson #AFP http://t.co/h2cDsQtoaq ” second terrorist dead,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/C9ltgMT0Wl
553591453675696129,charliehebdo,MOOI . “ : Several hostages freed at Jewish supermarket in Paris . Photo Thomas Samson #AFP http://t.co/tk58wu3PWQ ”,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/C9ltgMT0Wl
553591555479461888,charliehebdo,“ : Several hostages freed at Jewish supermarket in Paris . Photo Thomas Samson #AFP http://t.co/SPgzDvd2kW ”,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/C9ltgMT0Wl
553591570680004608,charliehebdo,“ : Several hostages freed at Jewish supermarket in Paris . Photo Thomas Samson #AFP http://t.co/XOv27tMJ3t ” Schaut genau hin !,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/C9ltgMT0Wl
553591626485215232,charliehebdo,“ : Several hostages freed at Jewish supermarket in Paris . Photo Thomas Samson #AFP http://t.co/54e6SWd1lJ ”,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/C9ltgMT0Wl
553591653404270592,charliehebdo,“ : Several hostages freed at Jewish supermarket in Paris . Photo Thomas Samson #AFP http://t.co/7PHQiqijud”RT,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/C9ltgMT0Wl
553591766893727744,charliehebdo,PIC RT : “ : Several hostages freed at Jewish supermarket in Paris . Photo Thomas Samson #AFP http://t.co/TMq5HzsD8u ”,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/C9ltgMT0Wl
553591990856986624,charliehebdo,"Oh those poor people , so glad they were freed .",Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/C9ltgMT0Wl
553592018270978049,charliehebdo,Reféns sendo liberados RT : Several hostages freed at Jewish supermarket in Paris . Photo Thomas Samson #AFP http://t.co/Ug4FFkJAIE ”,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/C9ltgMT0Wl
553590917773656065,charliehebdo,Good,"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L"
553590931866521602,charliehebdo,"“ : Hostage-taker in supermarket siege killed , reports say . #ParisAttacks http://t.co/8w44LgTu6W http://t.co/8kSfhe7DsO ”","Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L"
553591230006067200,charliehebdo,,"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L"
553591259009658881,charliehebdo,hope he died in agony ...,"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L"
553591266316152832,charliehebdo,"“ : Hostage-taker in supermarket siege killed , reports say . #ParisAttacks http://t.co/1xjZ9bl9Zh http://t.co/InuSlWrXhD ” #Bluehand","Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L"
553591307206422528,charliehebdo,looks like 6 civilians in the latest photo,"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L"
553591557325336576,charliehebdo,🙏,"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L"
553591583623245824,charliehebdo,"Wake up world to who terrorists are : Hostage-taker in supermarket siege killed , http://t.co/dp1mzDfdoi http://t.co/X3RhHC3Rtz","Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L"
553591773537513473,charliehebdo,good work 👍,"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L"
553591850532347906,charliehebdo,What about his girlfriend wanted by police ?,"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L"
553592233354870785,charliehebdo,I thought there was two hostage takers ?,"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L"
553593201756762113,charliehebdo,"#ParisAttacks - "" : Hostage-taker in supermarket siege killed , reports say . http://t.co/r9aB3ojKXP http://t.co/Icz7wdlUPs ”","Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L"
553594057034051584,charliehebdo,👍 🍸,"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L"
553596117909512192,charliehebdo,"“ : Hostage-taker in supermarket siege killed , reports say . #ParisAttacks http://t.co/op9B87B1IX http://t.co/u6Yz4BXfrI ” #JeSuisJuif","Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L"
553603571200311296,charliehebdo,"Yes ! ! 😎 👍 RT “ : Hostage-taker in supermarket siege killed , reports say . #ParisAttacks http://t.co/KmS9OMpPX6 http://t.co/NrjVJ0nl42 ”","Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L"
553615178492043264,charliehebdo,,"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L"
553615282435289088,charliehebdo,"cheers , mental just mental",
553615451549605888,charliehebdo,yeah it's terrible . Sounds like 4 hostages died in the supermarket .,"cheers , mental just mental"
553615536354246656,charliehebdo,"fucking hell , that's awful",yeah it's terrible . Sounds like 4 hostages died in the supermarket .
553615750175686656,charliehebdo,All in the name of religion again . So fucking pointless .,"fucking hell , that's awful"
521349366037356544,ebola-essien,"if it is unconfirmed , why do you tweet it ?",Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH
521349434719076352,ebola-essien,"Stop it ! Hope you get Ebola , you utter twat “ : Unconfirmed reports claim Essien has contracted Ebola . http://t.co/8ZFTGNz86a ”",Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH
521350130851921921,ebola-essien,MEU DEUS OLHA ISSO,Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH
521350466647891968,ebola-essien,“ : Unconfirmed reports claim that Michael Essien has contracted Ebola . http://t.co/hXEgDnArgg ” 😕,Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH
521351041154289665,ebola-essien,“ : Unconfirmed reports claim that Michael Essien has contracted Ebola . http://t.co/afwQo7evNc ” 😥,Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH
521351752734769152,ebola-essien,“ : Unconfirmed reports claim that Michael Essien has contracted Ebola . http://t.co/60KVmzU3w2 ” unconfirmed ...,Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH
521352186949672960,ebola-essien,rah,Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH
521352500604309506,ebola-essien,“ : Unconfirmed reports claim that Michael Essien has contracted Ebola . http://t.co/LAVYq2As2v”STRESS !,Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH
521352678283444224,ebola-essien,😯 “ : Unconfirmed reports claim that Michael Essien has contracted Ebola . http://t.co/PPifXdQmGo ”,Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH
521352738891132929,ebola-essien,"What ? "" : Unconfirmed reports claim that Michael Essien has contracted Ebola . http://t.co/GsEizhwaV7 """,Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH
521353020484096001,ebola-essien,“ : Unconfirmed reports claim that Michael Essien has contracted Ebola . http://t.co/jLtsMM9csZ ”,Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH
521353434881327104,ebola-essien,fs Joe 😂 😂 😂,“ : Unconfirmed reports claim that Michael Essien has contracted Ebola . http://t.co/jLtsMM9csZ ”
521355922724388865,ebola-essien,how would someone start such a bizarre rumour about Essien ? Human beings are heartless,Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH
521356252740608001,ebola-essien,Umdlali webhola vele RT : Unconfirmed reports claim that Michael Essien has contracted Ebola . http://t.co/gqRDmeghVf ”,Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH
521356894343294976,ebola-essien,Ok “ : Unconfirmed reports claim that Michael Essien has contracted Ebola . http://t.co/4njTb3xTKm ”,Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH
521364652522225665,ebola-essien,"This is not funny , people are dying from this . You should be ashamed of yourself .",Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH
521366121484918785,ebola-essien,"Who mentioned it being funny ? ' UNCONFIRMED reports ' ... to translate : ' it might not be true , but ... '","This is not funny , people are dying from this . You should be ashamed of yourself ."
